book_id,book_title,author_id,num_pages,cover_type,publish_date,description,genre_ids
331,"Delirium (Delirium, #1)",576,441,Paperback,03-02-2011,In an alternate United States love has been declared a dangerous disease and the government forces everyone who reaches eighteen to have a procedure called the Cure Living with her aunt uncle and cousins in Portland Maine Lena Haloway is very much looking forward to being cured and living a safe predictable life She watched love destroy her mother and isnt about to make the same mistake,"[118, 73, 34, 246, 291, 182, 174]"
332,Jonathan Strange & Mr Norrell,422,1006,Paperback,08-09-2004,The year is 1806 England is beleaguered by the long war with Napoleon and centuries have passed since practical magicians faded into the nations past But scholars of this glorious history discover that one remains the reclusive Mr Norrell whose displays of magic send a thrill through the country ,"[107, 182, 243, 21, 236, 42, 23]"
333,"The Last Unicorn (The Last Unicorn, #1)",513,294,Paperback,01-03-1968,She was magical beautiful beyond beliefand completely alone,"[107, 182, 93, 68, 187, 247, 23]"
334,"The Bone Collector (Lincoln Rhyme, #1)",242,528,Mass Market Paperback,03-01-1997,Lincoln Rhyme was once a brilliant criminologist a genius in the field of forensics  until an accident left him physically and emotionally shattered But now a diabolical killer is challenging Rhyme to a terrifying and ingenious duel of wits With police detective Amelia Sachs by his side Rhyme must follow a labyrinth of clues that reaches back to a dark chapter in New York Citys past  and reach further into the darkness of the mind of a madman who wont stop until he has stripped life down to the bone,"[158, 106, 182, 48, 59, 144, 1]"
335,Pretty Girls,264,432,Paperback,02-07-2015,Twenty years ago Claire Scotts eldest sister Julia went missing No one knew where she went  no note no body It was a mystery that was never solved and it tore her family apart,"[25, 166, 182, 59, 42, 48, 144]"
336,Fahrenheit 451,374,194,Kindle Edition,19-10-1953,Guy Montag is a fireman His job is to destroy the most illegal of commodities the printed book along with the houses in which they are hidden Montag never questions the destruction and ruin his actions produce returning each day to his bland life and wife Mildred who spends all day with her television family But when he meets an eccentric young neighbor Clarisse who introduces him to a past where people didnt live in fear and to a present where one sees the world through the ideas in books instead of the mindless chatter of television Montag begins to question everything he has ever known,"[97, 291, 73, 68, 202, 143, 132]"
337,The Shell Seekers,148,544,Hardcover,15-12-1987,Artists daughter Penelope Keeling can look back on a full and varied life a Bohemian childhood in London and Cornwall an unhappy wartime marriage and the one man she truly loved She has brought up three children  and learned to accept them as they are Yet she is far too energetic and independent to settle sweetly into pensionedoff oldage And when she discovers that her most treasured possession her fathers painting ,"[97, 243, 34, 154, 42, 252, 21]"
338,Behind Closed Doors,330,293,Hardcover,09-08-2016,Everyone knows a couple like Jack and Grace He has looks and wealth she has charm and elegance Hes a dedicated attorney who has never lost a case she is a flawless homemaker a masterful gardener and cook and dotes on her disabled younger sister Though they are still newlyweds they seem to have it all You might not want to like them but you do Youre hopelessly charmed by the ease and comfort of their home by the graciousness of the dinner parties they throw Youd like to get to know Grace better,"[25, 182, 166, 59, 144, 42, 110]"
339,"The Fiery Cross (Outlander, #5)",360,1443,Mass Market Paperback,06-11-2001,The year is 1771 and war is coming Jamie Frasers wife tells him so Little as he wishes to he must believe it for hers is a gift of dreadful prophecya timetravelers certain knowledge Claires unique view of the future has brought him both danger and deliverance in the past her knowledge of the oncoming revolution is a flickering torch that may light his way through the perilous years aheador ignite a conflagration that will leave their lives in ashes,"[254, 34, 246, 182, 55, 21, 0]"
340,"City of Bones (The Mortal Instruments, #1)",285,485,Hardcover,27-03-2007,When fifteenyearold Clary Fray heads out to the Pandemonium Club in New York City she hardly expects to witness a murder much less a murder committed by three teenagers covered with strange tattoos and brandishing bizarre weapons Then the body disappears into thin air Its hard to call the police when the murderers are invisible to everyone else and when there is nothingnot even a smear of bloodto show that a boy has died Or was he a boy,"[107, 93, 34, 217, 67, 182, 151]"
341,"The Edge of Never (The Edge of Never, #1)",3,426,Paperback,13-11-2012,Twentyyearold Camryn Bennett had always been one to think outofthebox who knew she wanted something more in life than following the same repetitive patterns and growing old with the same repetitive life story And she thought that her life was going in the right direction until everything fell apart,"[16, 18, 12, 125, 93, 182, 154]"
342,Number the Stars,556,137,Mass Market Paperback,24-04-1989,Tenyearold Annemarie Johansen and her best friend Ellen Rosen often think of life before the war Its now 1943 and their life in Copenhagen is filled with school food shortages and the Nazi soldiers marching through town When the Jews of Denmark are relocated Ellen moves in with the Johansens and pretends to be one of the family Soon Annemarie is asked to go on a dangerous mission to save Ellens life,"[254, 93, 182, 68, 188, 21, 187]"
343,The Woman in White,443,672,Paperback,26-11-1859,In one moment every drop of blood in my body was brought to a stop There as if it had that moment sprung out of the earth stood the figure of a solitary Woman dressed from head to foot in white,"[157, 166, 123, 248, 134, 218, 243]"
344,Memoirs of a Geisha,511,503,Mass Market Paperback,23-09-1997,A literary sensation and runaway bestseller this brilliant novel presents with seamless authenticity and exquisite lyricism the true confessions of one of Japans most celebrated geisha,"[97, 243, 34, 21, 64, 204, 132]"
345,The Sorrows of Young Werther,36,149,Paperback,01-01-1774,This is Goethes first novel published in 1774 Written in diary form it tells the tale of an unhappy passionate young man hopelessly in love with Charlotte the wife of a friend  a man who he alternately admires and detests The Sorrows of Young Werther became an important part of the Sturm und Drang movement and greatly influenced later Romanticism The work is semiautobiographical  in 1772 two years before the novel was published Goethe had passed through a similar tempestuous period when he lost his heart to Charlotte Buff who was at that time engaged to his friend Johann Christian Kestner,"[97, 120, 68, 143, 34, 87, 132]"
346,The Glass Menagerie,475,104,Paperback,01-01-1945,No play in the modern theater has so captured the imagination and heart of the American public as Tennessee Williamss The Glass Menagerie As Williamss first popular success it launched the brilliant if somewhat controversial career of our preeminent lyric playwright Since its premiere in Chicago in 1944 with the legendary Laurette Taylor in the role of Amanda Menagaerie has been the bravura piece for great actresses from Jessica Tandy to Joanne Woodward and is studied and performed in classrooms and theatres around the world ,"[62, 68, 182, 91, 202, 9, 143]"
347,The Fall,451,147,Paperback,16-05-1956,JeanBaptiste Clamence is a soul in turmoil Over several drunken nights in an Amsterdam bar he regales a chance acquaintance with his story From this successful former lawyer and seemingly model citizen a compelling selfloathing catalogue of guilt hypocrisy and alienation pours forth,"[97, 83, 272, 143, 31, 132, 228]"
348,"Voyager (Outlander, #3)",360,870,Paperback,01-12-1993,From the author of the breathtaking bestsellers ,"[254, 34, 246, 182, 55, 21, 0]"
349,Normal People,268,273,Hardcover,28-08-2018,At school Connell and Marianne pretend not to know each other Hes popular and welladjusted star of the school soccer team while she is lonely proud and intensely private But when Connell comes to pick his mother up from her housekeeping job at Mariannes house a strange and indelible connection grows between the two teenagers  one they are determined to conceal,"[97, 12, 215, 42, 26, 204, 274]"
350,The Virgin Suicides,24,250,Paperback,01-01-1993,The shocking thing about the girls was how nearly normal they seemed when their mother let them out for the one and only date of their lives Twenty years on their enigmatic personalities are embalmed in the memories of the boys who worshipped them and who now recall their shared adolescence the brassiere draped over a crucifix belonging to the promiscuous Lux the sisters breathtaking appearance on the night of the dance and the sultry sleepy street across which they watched a family disintegrate and fragile lives disappear,"[97, 68, 93, 215, 274, 276, 12]"
351,The Screwtape Letters,315,222,Kindle Edition,01-02-1942,A Masterpiece of Satire on Hells Latest Novelties and Heavens Unanswerable Answer,"[97, 6, 68, 175, 95, 246, 40]"
352,American Gods,126,635,Kindle Edition,19-06-2001,Days before his release from prison Shadows wife Laura dies in a mysterious car crash Numbly he makes his way back home On the plane he encounters the enigmatic Mr Wednesday who claims to be a refugee from a distant war a former god and the king of America,"[107, 182, 152, 67, 42, 291, 23]"
